check,expected,obtained,pass_,label
0c E5 decomposition large/MMLU-Pro V1 neutral(wrong->wrong),454,454,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro V1 changed,914,914,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro V2 corrective,151,151,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro V2 harmful,127,127,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro V2 neutral(wrong->wrong),257,257,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro V2 changed,535,535,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/MMLU-Pro N,2641,2641,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/MMLU-Pro correct R/Text/C2C,1282 / 1319 / 1233,1282 / 1319 / 1233,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/MMLU-Pro oracle,1558,1558,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/MMLU-Pro gain (pp),9.05,9.05,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/MMLU-Pro correct R,1282,1282,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/MMLU-Pro correct V1,1286,1286,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/MMLU-Pro correct V2,1306,1306,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/MMLU-Pro % changed V1,34.61,34.61,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/MMLU-Pro % changed V2,20.26,20.26,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/MMLU-Pro a_Text_only,277,277,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/MMLU-Pro b_C2C_only,472,472,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/MMLU-Pro c_both,284,284,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/MMLU-Pro c_same_answer,126,126,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/MMLU-Pro n(Text) = a + c,561,561,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/MMLU-Pro n(C2C) = b + c,756,756,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d eligible (P(x) nonempty) large/MMLU-Pro,1115,1115,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d large/OBQA n(Text) = 72 and n(C2C) = 60,72 / 60,72 / 60,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d medium/ARC eligible = 73,73,73,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio small/OBQA per-reference Text,0.719,0.719,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio small/OBQA per-reference C2C,0.686,0.686,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio small/ARC per-reference Text,0.851,0.851,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio small/ARC per-reference C2C,0.747,0.747,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio medium/OBQA per-reference Text,0.800,0.800,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio medium/OBQA per-reference C2C,1.125,1.125,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio medium/ARC per-reference Text,0.742,0.742,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio medium/ARC per-reference C2C,1.705,1.705,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio large/OBQA per-reference Text,0.547,0.547,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio large/OBQA per-reference C2C,1.313,1.313,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio large/ARC per-reference Text,0.498,0.498,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio large/ARC per-reference C2C,0.986,0.986,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio large/MMLU-Pro per-reference Text,0.861,0.861,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0a ratio large/MMLU-Pro per-reference C2C,1.246,1.246,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0a median of 7, per-reference Text (point)",0.742,0.742,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0a median of 7, per-reference C2C (point)",1.125,1.125,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0b stored stratified-joint median, ratio_gain_over_R",0.849,0.849,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0b stored stratified-joint MEDIAN row, ratio_gain_over_R",0.849,0.849,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0b stored stratified-joint median, ratio_best_fixed",0.967,0.967,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0b stored stratified-joint MEDIAN row, ratio_best_fixed",0.967,0.967,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0b re-run stratified-joint median, ratio_gain_over_R",0.849,0.849,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0b re-run stratified-joint median, ratio_best_fixed",0.967,0.967,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run small/OBQA ratio_gain_over_R,0.729,0.729,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run small/OBQA ratio_best_fixed,0.787,0.787,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run small/ARC ratio_gain_over_R,0.754,0.754,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run small/ARC ratio_best_fixed,0.725,0.725,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run medium/OBQA ratio_gain_over_R,0.938,0.938,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run medium/OBQA ratio_best_fixed,0.996,0.996,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run medium/ARC ratio_gain_over_R,0.849,0.849,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run medium/ARC ratio_best_fixed,0.939,0.939,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run large/OBQA ratio_gain_over_R,0.877,0.877,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run large/OBQA ratio_best_fixed,1.084,1.084,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run large/ARC ratio_gain_over_R,0.750,0.750,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run large/ARC ratio_best_fixed,0.967,0.967,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run large/MMLU-Pro ratio_gain_over_R,0.956,0.956,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0b re-run large/MMLU-Pro ratio_best_fixed,1.023,1.023,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
