benchmark,question_id,split,reviewed_pairs,reviewed_actions,n_review_records,diagnostic_reasons,selection_rule,source,label
ARC,Mercury_7222355,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_7228025,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_7228095,calibration,small,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_7263393,calibration,small,acw;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_7268223,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_7270305,calibration,large;small,c2c;receiver_only,4,explicit_multiple_options;explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_7271268,calibration,small,acw;receiver_only,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_7283955,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_LBS10252,calibration,small,text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_400200,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_400673,calibration,large;small,acw;c2c;receiver_only,3,explicit_multiple_options;explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_400698,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_401180,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_401606,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_401645,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_401653,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_402088,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_406048,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_406766,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_407397,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_407674,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_408742,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_408743,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_415468,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_415737,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_LBS10656,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,Mercury_SC_LBS10951,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,NCEOGA_2013_8_55,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,NYSEDREGENTS_2004_8_31,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,NYSEDREGENTS_2007_8_6,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,NYSEDREGENTS_2009_8_41,calibration,large;small,c2c;text,4,explicit_multiple_options;explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,OHAT_2010_5_20,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,TAKS_2009_8_19,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,TIMSS_1995_8_N5,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,TIMSS_2007_4_pg48,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,TIMSS_2011_4_pg67,calibration,large,c2c,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,TIMSS_2011_8_pg136,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,VASoL_2007_5_39,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
ARC,WASL_2005_8_11,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-1047,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-1054,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-1061,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-1108,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-1146,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-1208,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-15,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-177,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-206,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-262,calibration,large,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-308,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-344,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-357,calibration,small,acw;receiver_only,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-383,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-393,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-396,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-482,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-521,calibration,large,acw;c2c,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-547,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-614,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-622,calibration,large;small,acw;c2c;receiver_only,3,explicit_multiple_options;explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-667,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-690,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-727,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-782,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-855,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-861,calibration,large;small,c2c;text,3,explicit_multiple_options;explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-895,calibration,large;small,c2c;text,2,explicit_multiple_options;explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-896,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-919,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-956,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,10-965,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1001,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-106,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-109,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-11,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-144,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-204,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-211,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-219,calibration,small,acw;receiver_only,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-245,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-27,calibration,small,receiver_only,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-306,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-315,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-325,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-332,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-440,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-477,calibration,small,receiver_only,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-490,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-509,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-56,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-575,calibration,large,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-595,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-67,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-78,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,11-93,calibration,large,c2c,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,110,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
