role	pair	dataset	family	fold	path	sha256	source	status
IndepLR_T	small	obqa	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold0/small/IndepLR_T.joblib	c5682110ab767e348f7e8adc1af6e4d6a3e76e52d3d57ea96ca812c15d36ce38	frozen train fold only	COMPLETE
IndepLR_C	small	obqa	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold0/small/IndepLR_C.joblib	57438693b1d370b653ac4b3760e7120fb96f8ab8cd2c6b3b1e487165a33c67cd	frozen train fold only	COMPLETE
IndepLR_A	small	obqa	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold0/small/IndepLR_A.joblib	c3fb4714d1a578d0857f4dab4d94179bea74d80e4b358f97bc6605a78a5a58ae	frozen train fold only	COMPLETE
FFR_T	large	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/large/FFR_T.joblib	5c2fad985caf29f196612e3757ae9c43d94b755f8c0b4a145ff157763dbe8709	frozen train fold only	COMPLETE
FFR_C	large	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/large/FFR_C.joblib	bcdff130d18ca03c6e9a3609e0a3e5709d6b9ea9e8b3aa33d4a08ad413dc71dc	frozen train fold only	COMPLETE
FFR_A	large	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/large/FFR_A.joblib	3475519a8be3c5a659801cbf3aeef124790cc192f9758ce39d0ed52e6c03e753	frozen train fold only	COMPLETE
IndepLR_R	large	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/large/IndepLR_R.joblib	20907c908a5a16285aeaf5dcebe24084c73d4ef0ef668fd7ef28374c51d4ba97	frozen train fold only	COMPLETE
IndepLR_T	large	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/large/IndepLR_T.joblib	5f5bc86735fa50d7169d5269a704511c44da546c3744d3ead944c33b0f46c009	frozen train fold only	COMPLETE
IndepLR_C	large	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/large/IndepLR_C.joblib	1c0c4f5c8e273988e997db67cae0a7057a51ebd467a717dfb4da75c43142c0f0	frozen train fold only	COMPLETE
IndepLR_A	large	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/large/IndepLR_A.joblib	fed6c7d1838fded5e084dbebca6b90a916ea508c001584c0ac96e281509db07d	frozen train fold only	COMPLETE
FFR_T	small	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/small/FFR_T.joblib	b1b27723897e2fc0576527417ca250252d4b07cdb648737d6c68243d9004ee0d	frozen train fold only	COMPLETE
FFR_C	small	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/small/FFR_C.joblib	4d9926d7dde59740b8775a07adbd52e59332c403a9dda87e1ce348d5c404ba2a	frozen train fold only	COMPLETE
FFR_A	small	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/small/FFR_A.joblib	eba6f8d87cb3b5470645facce1f4a0281cd9bec381ab4b15212e3df34d3333ca	frozen train fold only	COMPLETE
IndepLR_R	small	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/small/IndepLR_R.joblib	aafc54be96b696268b869b5e94d71f1b4cd08394fe765079384379f4ee307350	frozen train fold only	COMPLETE
IndepLR_T	small	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/small/IndepLR_T.joblib	26f42c55d8bc84fc2653c115d5df8b0d8251ad76ecbe0347536824dbe31bb7b5	frozen train fold only	COMPLETE
IndepLR_C	small	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/small/IndepLR_C.joblib	7d67c738dc5010020abb50d46d754b93d56b9ad141baad3020f7eb5e25aae555	frozen train fold only	COMPLETE
IndepLR_A	small	obqa	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold1/small/IndepLR_A.joblib	d3fb7c347d02f0e9abc1c5bcc5cdf6fbde9c6474d584cd29c156382ddd8758a0	frozen train fold only	COMPLETE
FFR_T	large	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/large/FFR_T.joblib	bf4ff88b98e6ca85f70a77424c094343342cad72640e8f327fa9dfcda5e3c8e5	frozen train fold only	COMPLETE
FFR_C	large	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/large/FFR_C.joblib	df6968df212db16c1bcd061c966dd2974125084ab6d30e4454c176245119c4ef	frozen train fold only	COMPLETE
FFR_A	large	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/large/FFR_A.joblib	1c7790f3ca48880a780cdd1877dcc5cab96429ddc3c276bdfdd3e47cec3b54f3	frozen train fold only	COMPLETE
IndepLR_R	large	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/large/IndepLR_R.joblib	52c3946a93ebaeff6e6eb70d713db33edb6bbd3b10ede8b6822b6662fbe1429e	frozen train fold only	COMPLETE
IndepLR_T	large	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/large/IndepLR_T.joblib	49f0ba53bd84f67949354b879feab4e3eb09ac887d816cc5baa30212ac87dde9	frozen train fold only	COMPLETE
IndepLR_C	large	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/large/IndepLR_C.joblib	ce914be5881c811588310f211a824be525bd9ef3f3c6f85249462bb041746938	frozen train fold only	COMPLETE
IndepLR_A	large	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/large/IndepLR_A.joblib	a789e8d6f213761e5a68731ccfa1e688182d5101c6b0525e55c6298f740af7c5	frozen train fold only	COMPLETE
FFR_T	small	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/small/FFR_T.joblib	e263d35e273db197b88aa89f0993ace670cbd3f655710b924440c8e499402b17	frozen train fold only	COMPLETE
FFR_C	small	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/small/FFR_C.joblib	4d24c4d541976327a22404c6001da0feeb234637cb5603a86c98d094587bc997	frozen train fold only	COMPLETE
FFR_A	small	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/small/FFR_A.joblib	81e664dbada321b8d0ec84ed7cb701cd97922def4094ad2550466b0f2c07c537	frozen train fold only	COMPLETE
IndepLR_R	small	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/small/IndepLR_R.joblib	ba315966ac628aefc648441fb00e6eff1441bce774bed22a7f4917383ef148e9	frozen train fold only	COMPLETE
IndepLR_T	small	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/small/IndepLR_T.joblib	340cf07247291ccd274d3c08c4916ff0310a59ccc0bb5e3db0aaecbafe16b397	frozen train fold only	COMPLETE
IndepLR_C	small	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/small/IndepLR_C.joblib	e8152b5fe68027d4beb146a15c0fc99fc4cabbaafd22155272f633b40943748e	frozen train fold only	COMPLETE
IndepLR_A	small	obqa	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold2/small/IndepLR_A.joblib	cca186b7aa3c7e33fdd9b8ff8b1a6b43bd68157609cd83c8a8f28cfe69005b8e	frozen train fold only	COMPLETE
FFR_T	large	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/large/FFR_T.joblib	bd5613fbdcc205fa47a3caf9c15930e39f76a1031cef38f4c1c675607dfa38d5	frozen train fold only	COMPLETE
FFR_C	large	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/large/FFR_C.joblib	4fbb4c50ec20edfa633893e7bdbd5b1ac207d9f552b621682bf2de21b2fa6be3	frozen train fold only	COMPLETE
FFR_A	large	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/large/FFR_A.joblib	a5109d1e9aef41c963e95df3a4c792aeab9874439468125f8b21f00c38968aa2	frozen train fold only	COMPLETE
IndepLR_R	large	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/large/IndepLR_R.joblib	36b252b3da6530ec5726970782b83811adb9a16b1507aaf88a59b04fafd5be15	frozen train fold only	COMPLETE
IndepLR_T	large	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/large/IndepLR_T.joblib	592d4cad922cb11197da43b3facfb7291d5d10249efe43c4815fd659c60017fb	frozen train fold only	COMPLETE
IndepLR_C	large	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/large/IndepLR_C.joblib	3074b76de0ae02768e7a89e59e49d9134c7d61e7d677ffc370d2d9ec0d1553bf	frozen train fold only	COMPLETE
IndepLR_A	large	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/large/IndepLR_A.joblib	8ffde4b1548707cb1357f482a53f0038387debe5c09eba5f6f3041174295176e	frozen train fold only	COMPLETE
FFR_T	small	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/small/FFR_T.joblib	057cf9e5401d97ff28d97bccdbb47f3f6f969f21ec281a8a5204ba3a420d2c7c	frozen train fold only	COMPLETE
FFR_C	small	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/small/FFR_C.joblib	94d2edfa43fdc519e9bbfe0071446f5772dc1ee06ce581cacfef900934b1bf8f	frozen train fold only	COMPLETE
FFR_A	small	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/small/FFR_A.joblib	de32271c20be27bc22bb44e5c5080056f310deadffd16d81c85a87f59c73a51b	frozen train fold only	COMPLETE
IndepLR_R	small	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/small/IndepLR_R.joblib	71f41b47fd8c1babd5b9a4cf791731ac8ecf627e6586fa56ee22eacac7998f2b	frozen train fold only	COMPLETE
IndepLR_T	small	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/small/IndepLR_T.joblib	ea76234b821cd8707b6ca9d2a4e73139e6afbd75ff617187bb8f150732ec0965	frozen train fold only	COMPLETE
IndepLR_C	small	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/small/IndepLR_C.joblib	342210d6c3a894993930e24a682769095290ea2a22babefb50572199dcdee85a	frozen train fold only	COMPLETE
IndepLR_A	small	obqa	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold3/small/IndepLR_A.joblib	c812cc91d8e080b978591fef21642d09fb35a2a6ddf69b8efc619725a94fb23c	frozen train fold only	COMPLETE
FFR_T	large	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/large/FFR_T.joblib	43e5d9121bc25ab4f05af95dc41823ab4d912721445ca4508dbdf220d8d46a56	frozen train fold only	COMPLETE
FFR_C	large	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/large/FFR_C.joblib	71071391cc0067e6b35e01f4dbb472c6401ee509bb7827c990cd5e0c1479760a	frozen train fold only	COMPLETE
FFR_A	large	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/large/FFR_A.joblib	aa5ed7009e20bf189b3632b60f75b4868dbca94d0fe7003b4fe0b2c12d34dace	frozen train fold only	COMPLETE
IndepLR_R	large	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/large/IndepLR_R.joblib	2d4c7eb90554b3f0514396bad26dad11bc3c32d63cc8186c89605437a12410e8	frozen train fold only	COMPLETE
IndepLR_T	large	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/large/IndepLR_T.joblib	36c39c646f5fbaeb86e59cd3f93d5f30fbd870c2c9226ef972dcbce7de41de2f	frozen train fold only	COMPLETE
IndepLR_C	large	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/large/IndepLR_C.joblib	d9ed605bbcb65f3ee52d2cd90e0ed0e18dbfb19ad2f8457b7bd9eae2ccfdca17	frozen train fold only	COMPLETE
IndepLR_A	large	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/large/IndepLR_A.joblib	2bbe85b6c18be2b2d9a7a6dc5c65a8247ed63289bb5472bd5d9285e90c6a30c1	frozen train fold only	COMPLETE
FFR_T	small	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/small/FFR_T.joblib	11b3bc02133bc855dbad32cc30be385abfd43c9d730d44d23777746aacb69019	frozen train fold only	COMPLETE
FFR_C	small	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/small/FFR_C.joblib	ef8f8b775fb196207e0dbfa241687147fe8e566d629611cfcda3eea288fdabd0	frozen train fold only	COMPLETE
FFR_A	small	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/small/FFR_A.joblib	c7a6ab00fbf1aef16aa6d5cdfcdc517a142c47537a6025a4dcc95ba7626f66ed	frozen train fold only	COMPLETE
IndepLR_R	small	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/small/IndepLR_R.joblib	9a73ce151e4348c6bbc6f3c1e4455f0d6aade4986b2e5fcfe02e4fcc6ca8ee94	frozen train fold only	COMPLETE
IndepLR_T	small	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/small/IndepLR_T.joblib	3621dca240d42c431baafaed993dcaf74e12a394eeaacaf93775d8797ba7885b	frozen train fold only	COMPLETE
IndepLR_C	small	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/small/IndepLR_C.joblib	d5f7138c0814cdd8ff449a562fc46725035204aff3fc184771c4750b524ac7b9	frozen train fold only	COMPLETE
IndepLR_A	small	obqa	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/obqa/semantic/fold4/small/IndepLR_A.joblib	ef82ab6ee6848705cdb798827e5c49b4da1a38ff58f19ee3cc1f32163620ed07	frozen train fold only	COMPLETE
FFR_T	large	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/large/FFR_T.joblib	5db558c09d5f3183a7ae9ff9d8ff697c1a05fe4a5e00cd7d01b4afe2daa81b6f	frozen train fold only	COMPLETE
FFR_C	large	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/large/FFR_C.joblib	f244991f8a59070bec54c8f4accc589dc51dfb99ffd5f3060bc9d1f7b24e724f	frozen train fold only	COMPLETE
FFR_A	large	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/large/FFR_A.joblib	86abaebaed1bf9feb7814286616f6cbe5a18b8ca677e9f94af876c0d8e0fc8cd	frozen train fold only	COMPLETE
IndepLR_R	large	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/large/IndepLR_R.joblib	435e09d755913cb9e56c7d8b13bcc32b8a3c3d9458e853cf5219e52e586e6d3f	frozen train fold only	COMPLETE
IndepLR_T	large	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/large/IndepLR_T.joblib	b5687cce05724ca9a5155c8bef4217594ef1dec562efa6cf4895856c74005c33	frozen train fold only	COMPLETE
IndepLR_C	large	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/large/IndepLR_C.joblib	858f55617bd729511425c5d72b99d29c9124e439959f47ed0687ff4bd4c3ec0c	frozen train fold only	COMPLETE
IndepLR_A	large	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/large/IndepLR_A.joblib	1d4e65b3d3c119ea73cfb97a94af01ab9070c38aa5c06eb1db3e1336e5be0d8a	frozen train fold only	COMPLETE
FFR_T	small	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/small/FFR_T.joblib	fc47396cf35f89035258c74e41d42a60290069b0a4d033e8ac313890b0090378	frozen train fold only	COMPLETE
FFR_C	small	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/small/FFR_C.joblib	0caa851b3d20acc08c1c5c16c3f41f9ba5a6a62f4fb7f737a381148c2d376df6	frozen train fold only	COMPLETE
FFR_A	small	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/small/FFR_A.joblib	158c335bf529902d454a46cf7b041bc220d736dec54460cab1443e6fa02a9672	frozen train fold only	COMPLETE
IndepLR_R	small	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/small/IndepLR_R.joblib	322e0b826f5ec5629886102d0dcba2fec46ce7cedffd11020ed484f0d5041c6e	frozen train fold only	COMPLETE
IndepLR_T	small	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/small/IndepLR_T.joblib	8128f06600e0087e68c8c1c19246b24da803ed403a931cbd19cafd7e30dbffd8	frozen train fold only	COMPLETE
IndepLR_C	small	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/small/IndepLR_C.joblib	87cd5cfff3f094a3ae28d2c31167945982dd7d5c414b36da100879a50fac80bb	frozen train fold only	COMPLETE
IndepLR_A	small	arc	word	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold0/small/IndepLR_A.joblib	3e5d40f789c50b17748ff4479b5bf1c55cfb7734a66cce5a99766c0d94bd8378	frozen train fold only	COMPLETE
FFR_T	large	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/large/FFR_T.joblib	c1f41f0ead9fd54289e831e68319c4788534c948a98b15baf5fab64d2a38c59f	frozen train fold only	COMPLETE
FFR_C	large	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/large/FFR_C.joblib	96c97fe0c39fd595648f14ae6d26101755b17825a26a125902207468b45554b0	frozen train fold only	COMPLETE
FFR_A	large	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/large/FFR_A.joblib	220f70ddb6a08a79a1597e2695907a52e01b158465717fb62cba16069ba64fda	frozen train fold only	COMPLETE
IndepLR_R	large	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/large/IndepLR_R.joblib	83ae10705481a0abbc42e7019ec7dc96737684c5b0cde163607cea7350a75342	frozen train fold only	COMPLETE
IndepLR_T	large	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/large/IndepLR_T.joblib	ffa5338acf0f3be4eebec976213894af1ba9cca838ccd7e2363c52d34a08fe83	frozen train fold only	COMPLETE
IndepLR_C	large	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/large/IndepLR_C.joblib	6956472780b33664a924ffd19e8a1648c78defdd401bc9f65dce6f1f804ff3fe	frozen train fold only	COMPLETE
IndepLR_A	large	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/large/IndepLR_A.joblib	481f1027a75734f523e2b5cd4a1317fcaf37411a3ab5755b813d25865b8f6d5e	frozen train fold only	COMPLETE
FFR_T	small	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/small/FFR_T.joblib	514720c936ac238ac278fcfb8c37e4b6a989b870e657d7db63c148db9a9e5e94	frozen train fold only	COMPLETE
FFR_C	small	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/small/FFR_C.joblib	7e4424bf487d252beaff9ed40e4c15b5403a4a9486647bbe64a68ad92134c193	frozen train fold only	COMPLETE
FFR_A	small	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/small/FFR_A.joblib	140243c9e40e6d1d2513e39d5604da11c8307d9391c3fa85fcf74f3c4f54f8da	frozen train fold only	COMPLETE
IndepLR_R	small	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/small/IndepLR_R.joblib	a56b2ba3050edd1561ffebb2bddbe290890aaa4f84084acd5c8d0693e12f377a	frozen train fold only	COMPLETE
IndepLR_T	small	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/small/IndepLR_T.joblib	5eef10432c6ff4b52ba02f60764f846e42f709609e14f79b02a58751136dbafa	frozen train fold only	COMPLETE
IndepLR_C	small	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/small/IndepLR_C.joblib	b5d2ab2f803e3a49959ee010ffea89b1d6da037d573b81b8bb35c04f8bc0b318	frozen train fold only	COMPLETE
IndepLR_A	small	arc	word	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold1/small/IndepLR_A.joblib	5513af983ca334ec38bc2479e5610f3f96fbf1abe25eb37c6939f7ff250dbb2d	frozen train fold only	COMPLETE
FFR_T	large	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/large/FFR_T.joblib	0643a0b475c15a33691c29f3112e0050ab07370f16d92bf86c5c8aad8a871992	frozen train fold only	COMPLETE
FFR_C	large	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/large/FFR_C.joblib	c713683d7886a425cca8d283f22a5df111344e353c6f21fa658bbecbaef09a43	frozen train fold only	COMPLETE
FFR_A	large	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/large/FFR_A.joblib	553f5b6144be666c35470a216f01fdedee046f66b05b3a2c87103135881dbe87	frozen train fold only	COMPLETE
IndepLR_R	large	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/large/IndepLR_R.joblib	594f17c097dabd1bf832419465ba50b9323cd6d5e8edb96fe43ea1e4c337c648	frozen train fold only	COMPLETE
IndepLR_T	large	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/large/IndepLR_T.joblib	e8a6bf56d07441b11b0f92699ff2fb11edae8299147aa628a274e986bccf336b	frozen train fold only	COMPLETE
IndepLR_C	large	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/large/IndepLR_C.joblib	4bbd493717d8b5922a8ae83bd7396fcf2f5bbbe1f1927f96e17f33966a13821f	frozen train fold only	COMPLETE
IndepLR_A	large	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/large/IndepLR_A.joblib	7f4f5972bd6c4f0ad943775e8e7dd57b069ca84715701abe1529d0e719a1c188	frozen train fold only	COMPLETE
FFR_T	small	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/small/FFR_T.joblib	fe10ed22d46752fab8c952e3be4effa20a698b52653a3f573bf281f792091662	frozen train fold only	COMPLETE
FFR_C	small	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/small/FFR_C.joblib	a750bec382a907db3cf8c396f9d989cdf5f7ae8e0ebd30f9ef078c6ef08fb470	frozen train fold only	COMPLETE
FFR_A	small	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/small/FFR_A.joblib	0fc924d68a054ed201ee13985800296ccd2b0ff3eb6c92a25bff04be9b52e7b7	frozen train fold only	COMPLETE
IndepLR_R	small	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/small/IndepLR_R.joblib	5e54932780e50f3c554faf585307bda71ba8081deabebc0d761511083d25912e	frozen train fold only	COMPLETE
IndepLR_T	small	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/small/IndepLR_T.joblib	a6a82408426bfbf4bfdab1ae1d775b643f3f2cd61812da392e2745ef5e8d01a6	frozen train fold only	COMPLETE
